"WineID";"Color";"Type";"Varietal";"Producer";"Description";"Country";"Region";"SubRegion";"subappellation";"Name";"created_at"
8844;"Red";"Table";"Pinot Noir";"Domaine Hubert Lignier";"Gevrey Chambertin les Combottes";"France";"Burgundy";"Cote de Nuits";"Aux Combottes";"Domaine Hubert Lignier Gevrey Chambertin les Combottes";"2021-08-04 14:52:46"
8845;"Red";"Table";"Pinot Noir";"Domaine Hubert Lignier";"Morey St Denis";"France";"Burgundy";"Cote de Nuits";"";"Domaine Hubert Lignier Morey St Denis";"2021-08-04 14:52:46"
8846;"Red";"Table";"Pinot Noir";"Domaine Hubert Lignier";"Morey St Denis 1Er Cru Vieilles Vignes";"France";"Burgundy";"Cote de Nuits";"";"Domaine Hubert Lignier Morey St Denis 1Er Cru Vieilles Vignes";"2021-08-04 14:52:46"
8847;"Red";"Table";"Pinot Noir";"Domaine Hubert Lignier";"Morey St Denis la Riotte";"France";"Burgundy";"Cote de Nuits";"La Riotte";"Domaine Hubert Lignier Morey St Denis la Riotte";"2021-08-04 14:52:46"
8848;"Red";"Table";"Pinot Noir";"Domaine des Tilleuls (Philippe Livera) ";"Gevrey Chambertin Les Evocelles";"France";"Burgundy";"Cote de Nuits";"Les Evocelles";"Domaine des Tilleuls (Philippe Livera) Gevrey Chambertin Les Evocelles";"2021-08-04 14:52:46"
8849;"Red";"Table";"Pinot Noir";"Frederic Magnien";"Charmes Chambertin Grand Cru";"France";"Burgundy";"Cote de Nuits";"Charmes Chambertin";"Domaine Frederic Magnien Charmes Chambertin Grand Cru";"2021-08-04 14:52:46"
885;"Red";"Table";"Bordeaux Blend";"Marquis-de-Terme";"";"France";"Bordeaux";"Margaux";"";"Marquis-de-Terme";"2021-08-04 14:52:46"
8850;"Red";"Table";"Pinot Noir";"Frederic Magnien";"Morey St Denis les Ruchots";"France";"Burgundy";"Cote de Nuits";"Les Ruchots";"Frederic Magnien Morey St Denis les Ruchots";"2021-08-04 14:52:46"
8851;"Red";"Table";"Pinot Noir";"Domaine Michel Magnien";"Gevrey Chambertin les Cazetiers";"France";"Burgundy";"Cote de Nuits";"Les Cazetiers";"Domaine Michel Magnien Gevrey Chambertin les Cazetiers";"2021-08-04 14:52:46"
8852;"Red";"Table";"Pinot Noir";"Domaine Michel Magnien";"Morey St Denis les Chaffots";"France";"Burgundy";"Cote de Nuits";"Les Chaffots";"Domaine Michel Magnien Morey St Denis les Chaffots";"2021-08-04 14:52:46"
8853;"Red";"Table";"Pinot Noir";"Domaine Maume";"Charmes Chambertin";"France";"Burgundy";"Cote de Nuits";"Charmes Chambertin";"Domaine Maume Charmes Chambertin";"2021-08-04 14:52:46"
8854;"Red";"Table";"Pinot Noir";"Domaine Maume";"Gevrey Chambertin en Pallud";"France";"Burgundy";"Cote de Nuits";"En Pallud";"Domaine Maume Gevrey Chambertin en Pallud";"2021-08-04 14:52:46"
8855;"Red";"Table";"Pinot Noir";"Domaine Jean-Marc Millot";"Clos Vougeot";"France";"Burgundy";"Cote de Nuits";"Clos de Vougeot";"Domaine Jean-Marc Millot Clos Vougeot";"2021-08-04 14:52:46"
8856;"Red";"Table";"Pinot Noir";"Domaine Jean-Marc Millot";"Cote de Nuits Villages";"France";"Burgundy";"Cote de Nuits";"";"Domaine Jean-Marc Millot Cote de Nuits Villages";"2021-08-04 14:52:46"
8857;"Red";"Table";"Pinot Noir";"Domaine Jean-Marc Millot";"Echezeaux";"France";"Burgundy";"Cote de Nuits";"Echezeaux";"Domaine Jean-Marc Millot Echezeaux";"2021-08-04 14:52:46"
8859;"Red";"Table";"Pinot Noir";"Domaine Jean et Fils Raphet";"Gevrey Chambertin les Combottes";"France";"Burgundy";"Cote de Nuits";"Aux Combottes";"Domaine Jean Raphet et Fils Gevrey Chambertin les Combottes";"2021-08-04 14:52:46"
886;"Red";"Table";"Bordeaux Blend";"Marquis d'Alesme Becker";"";"France";"Bordeaux";"Margaux";"";"Marquis d'Alesme Becker";"2021-08-04 14:52:46"
8866;"Red";"Table";"Pinot Noir";"Domaine Philippe Rossignol";"Gevrey Chambertin les Corbeaux Cuvee V V";"France";"Burgundy";"Cote de Nuits";"Les Corbeaux";"Domaine Philippe Rossignol Gevrey Chambertin les Corbeaux Cuvee V V";"2021-08-04 14:52:46"
887;"Red";"Table";"Cabernet Sauvignon";"Markham";"Cabernet Sauvignon";"USA";"California";"North Coast";"";"Markham Cabernet Sauvignon";"2021-08-04 14:52:46"
8871;"Red";"Table";"Pinot Noir";"Emmanuel Rouget";"Savigny les Beaune";"France";"Burgundy";"Cote de Beaune";"";"Emmanuel Rouget Savigny les Beaune";"2021-08-04 14:52:46"
8874;"Red";"Table";"Pinot Noir";"Domaine Trapet Pere et Fils";"Chapelle Chambertin";"France";"Burgundy";"Cote de Nuits";"Chapelle Chambertin";"Domaine Trapet Chapelle Chambertin";"2021-08-04 14:52:46"
8901;"Red";"Table";"Zinfandel";"Ridge";"Zinfandel Sonoma Station";"USA";"California";"North Coast";"";"Ridge Zinfandel Sonoma Station";"2021-08-04 14:52:46"
8907;"Red";"Table";"Zinfandel";"St Francis";"Zinfandel Reserve Pagani Vineyard";"USA";"California";"North Coast";"";"St Francis Zinfandel Reserve Pagani Vineyard";"2021-08-04 14:52:46"
8909;"Red";"Table";"Zinfandel";"Seghesio";"Zinfandel San Lorenzo";"USA";"California";"North Coast";"Alexander Valley";"Seghesio Zinfandel San Lorenzo";"2021-08-04 14:52:46"
891;"Red";"Table";"Bordeaux Blend";"Chateau Margaux";"";"France";"Bordeaux";"Margaux";"";"Chateau Margaux";"2021-08-04 14:52:46"
891;"Red";"Table";"Bordeaux Blend";"Chateau Margaux";"";"France";"Bordeaux";"Margaux";"";"Chateau Margaux";"2021-08-04 14:52:46"
8916;"Red";"Table";"Zinfandel";"Storybook Mountain";"Zinfandel Estate Reserve";"USA";"California";"North Coast";"";"Storybook Mountain Zinfandel Estate Reserve";"2021-08-04 14:52:46"
892;"Red";"Table";"Proprietary Blend";"Domaine de Marcoux";"Chateauneuf du Pape";"France";"Rhone";"Southern Rhone";"";"Domaine de Marcoux Chateauneuf du Pape";"2021-08-04 14:52:46"
893;"White";"Table";"Proprietary Blend";"Domaine de Marcoux";"Chateauneuf du Pape Blanc";"France";"Rhone";"Southern Rhone";"";"Domaine de Marcoux Chateauneuf du Pape Blanc";"2021-08-04 14:52:46"
8930;"Red";"Table";"Nebbiolo";"Ceretto";"Barolo Bricco Rocche Brunate";"Italy";"Piedmont";"Barolo";"Brunate";"Ceretto Barolo Bricco Rocche Brunate";"2021-08-04 14:52:46"
8931;"Red";"Table";"Dolcetto";"Chionetti";"Dolcetto di Dogliani Briccolero";"Italy";"Piedmont";"Dolcetto di Dogliani";"";"Chionetti Dolcetto di Dogliani Briccolero";"2021-08-04 14:52:46"
8934;"Red";"Table";"Proprietary Blend";"Conterno Fantino";"Mon Pra";"Italy";"Piedmont";"Langhe";"";"Conterno Fantino Mon Pra";"2021-08-04 14:52:46"
8935;"Red";"Table";"Cabernet Sauvignon";"Gaja";"Darmagi Cabernet Sauvignon";"Italy";"Piedmont";"Langhe";"";"Gaja Darmagi Cabernet Sauvignon";"2021-08-04 14:52:46"
8937;"Red";"Table";"Dolcetto";"Bruno Giacosa";"Dolcetto d'Alba Falletto";"Italy";"Piedmont";"Dolcetto d'Alba";"";"Bruno Giacosa Dolcetto d'Alba Falletto";"2021-08-04 14:52:46"
8938;"Red";"Table";"Nebbiolo";"Bruno Giacosa";"Nebbiolo d'Alba Valmaggiore";"Italy";"Piedmont";"Nebbiolo d'Alba";"";"Bruno Giacosa Nebbiolo d'Alba Valmaggiore";"2021-08-04 14:52:46"
894;"White";"Table";"Chardonnay";"Marcassin";"Chardonnay Lorenzo Vineyard";"USA";"California";"North Coast";"Sonoma Coast";"Marcassin Chardonnay Lorenzo Vineyard";"2021-08-04 14:52:46"
8941;"Red";"Table";"Nebbiolo";"Marcarini";"Barolo Brunate";"Italy";"Piedmont";"";"";"Marcarini Barolo Brunate";"2021-08-04 14:52:46"
8942;"Red";"Table";"Nebbiolo";"Marcarini";"Barolo la Serra";"Italy";"Piedmont";"";"";"Marcarini Barolo la Serra";"2021-08-04 14:52:46"
8943;"Red";"Table";"Dolcetto";"Marcarini";"Dolcetto d'Alba Fontanazza";"Italy";"Piedmont";"Dolcetto d'Alba";"";"Marcarini Dolcetto d'Alba Fontanazza";"2021-08-04 14:52:46"
8944;"Red";"Table";"Nebbiolo";"Poderi Colla";"Barolo Bussia Dardi le Rose";"Italy";"Piedmont";"Barolo";"Bussia";"Poderi Colla Barolo Bussia Dardi le Rose";"2021-08-04 14:52:46"
8947;"Red";"Table";"Nebbiolo";"Produttori del Barbaresco";"Nebbiolo Delle Langhe";"Italy";"Piedmont";"Langhe";"";"Produttori del Barbaresco Nebbiolo Delle Langhe";"2021-08-04 14:52:46"
8948;"Red";"Table";"Nebbiolo";"Giuseppe Rinaldi";"Barolo Brunate";"Italy";"Piedmont";"Barolo";"Brunate";"Giuseppe Rinaldi Barolo Brunate";"2021-08-04 14:52:46"
895;"White";"Table";"Chardonnay";"Marcassin";"Chardonnay Upper Barn Alexander Mountain Estate";"USA";"California";"North Coast";"";"Marcassin Chardonnay Upper Barn Alexander Mountain Estate";"2021-08-04 14:52:46"
8951;"Red";"Table";"Sangiovese";"Altesino";"Rosso Toscana";"Italy";"Tuscany";"";"";"Altesino Rosso Toscana";"2021-08-04 14:52:46"
8952;"Red";"Table";"Merlot";"Castello di Ama";"L Apparita Vino da Tavola";"Italy";"Tuscany";"";"";"Castello di Ama L'Apparita Vino da Tavola";"2021-08-04 14:52:46"
8953;"Red";"Table";"Sangiovese";"Antinori";"Chianti Classico Badia a Passignano Riserva";"Italy";"Tuscany";"Chianti";"San Casciano Val di Pesa";"Antinori Chianti Classico Badia a Passignano Riserva";"2021-08-04 14:52:46"
8954;"Red";"Table";"Sangiovese Grosso";"Argiano";"Brunello di Montalcino";"Italy";"Tuscany";"Brunello di Montalcino";"";"Argiano Brunello di Montalcino";"2021-08-04 14:52:46"
8956;"Red";"Table";"Proprietary Blend";"Argiano";"Solengo IGT";"Italy";"Tuscany";"";"";"Argiano Solengo IGT";"2021-08-04 14:52:46"
8960;"Red";"Table";"Sangiovese";"Castellare di Castellina";"Chianti Classico";"Italy";"Tuscany";"Chianti";"Castellina in Chianti";"Castellare Chianti Classico";"2021-08-04 14:52:46"
8961;"Red";"Table";"Sangiovese";"Castellare di Castellina";"Chianti Classico Riserva Il Poggiale";"Italy";"Tuscany";"Chianti";"Castellina in Chianti";"Castellare Chianti Classico Riserva Il Poggiale";"2021-08-04 14:52:46"
8966;"Red";"Table";"Syrah";"Fontodi";"Syrah Case Via IGT";"Italy";"Tuscany";"";"";"Fontodi Syrah Case Via IGT";"2021-08-04 14:52:46"
8967;"Red";"Table";"Sangiovese";"Mazzei Castello di Fonterutoli";"Sangiovese Poggio Alla Badiola";"Italy";"Tuscany";"";"";"Castello di Fonterutoli Sangiovese Poggio Alla Badiola";"2021-08-04 14:52:46"
8968;"Red";"Table";"Sangiovese Grosso";"Frescobaldi";"Brunello di Montalcino Castelgiocondo";"Italy";"Tuscany";"Brunello di Montalcino";"";"Frescobaldi Brunello di Montalcino Castelgiocondo";"2021-08-04 14:52:46"
8969;"Red";"Table";"Sangiovese";"Fuligni";"DO NOT USE";"Italy";"Tuscany";"Rosso di Montalcino";"";"Fuligni Rosso di Montalcino Ginestreto";"2021-08-04 14:52:46"
8972;"Red";"Table";"Sangiovese";"Lanciola";"Chianti Classico le Masse di Greve Riserva";"Italy";"Tuscany";"Chianti";"Greve";"Lanciola Chianti Classico le Masse di Greve Riserva";"2021-08-04 14:52:46"
8977;"Red";"Table";"Sangiovese";"Castello di Monsanto";"Chianti Classico Riserva";"Italy";"Tuscany";"Chianti";"";"Castello di Monsanto Chianti Classico Riserva";"2021-08-04 14:52:46"
8982;"Red";"Table";"Merlot";"Tenuta dell'Ornellaia";"Masseto";"Italy";"Tuscany";"Bolgheri";"";"Tenuta dell'Ornellaia Masseto";"2021-08-04 14:52:46"
8983;"Red";"Table";"Proprietary Blend";"Tenuta dell'Ornellaia";"Le Volte";"Italy";"Tuscany";"Bolgheri";"";"Tenuta dell' Ornellaia Le Volte";"2021-08-04 14:52:46"
8992;"Red";"Table";"Proprietary Blend";"San Felice";"Vigorello Vino da Tavola";"Italy";"Tuscany";"";"";"San Felice Vigorello Vino da Tavola";"2021-08-04 14:52:46"
8997;"Red";"Table";"Sangiovese Grosso";"Soldera (Case Basse)";"Brunello di Montalcino Riserva";"Italy";"Tuscany";"Brunello di Montalcino";"";"Soldera (Case Basse) Brunello di Montalcino Riserva";"2021-08-04 14:52:46"
9001;"Red";"Table";"Sangiovese";"Toscolo";"Chianti Classico";"Italy";"Tuscany";"Chianti";"";"Toscolo Chianti Classico";"2021-08-04 14:52:46"
9002;"Red";"Table";"Sangiovese";"Villa Cafaggio";"Chianti Classico";"Italy";"Tuscany";"Chianti";"Panzano";"Villa Cafaggio Chianti Classico";"2021-08-04 14:52:46"
9010;"Red";"Table";"Carignan";"Cantina Santadi";"Carignano Riserva Rocca Rubia";"Italy";"Sardinia";"";"";"Cantina Santadi Carignano Riserva Rocca Rubia";"2021-08-04 14:52:46"
9011;"Red";"Table";"Carignan";"Cantina Santadi";"Terre Brune Carignano Del Sulcis";"Italy";"Sardinia";"";"";"Cantina Santadi Terre Brune Carignano Del Sulcis";"2021-08-04 14:52:46"
9014;"Red";"Table";"Cannonau";"Sella & Mosca";"Cannonau di Sardegna Riserva";"Italy";"Sardinia";"Cannonau di Sardegna";"";"Sella & Mosca Cannonau di Sardegna Riserva";"2021-08-04 14:52:46"
9022;"Red";"Table";"Proprietary Blend";"Zenato";"Amarone";"Italy";"Veneto";"Amarone della Valpolicella";"";"Zenato Amarone";"2021-08-04 14:52:46"
9024;"Red";"Table";"Proprietary Blend";"Zenato";"Valpolicella Classico";"Italy";"Veneto";"Valpolicella";"";"Zenato Valpolicella Classico";"2021-08-04 14:52:46"
903;"White";"Table";"Chardonnay";"Chateau de la Maltroye";"Chassagne Montrachet Premier Cru";"France";"Burgundy";"Cote de Beaune";"";"Chateau de la Maltroye Chassagne Montrachet 1er Cru";"2021-08-04 14:52:46"
9032;"White";"Table";"Sauvignon Blanc";"Domaine du Salvard";"Cheverny";"France";"Loire Valley";"Touraine";"";"Domaine du Salvard Cheverny";"2021-08-04 14:52:46"
9033;"Red";"Table";"Proprietary Blend";"Domaine Tempier";"Bandol Cuvee Classique";"France";"Provence";"Bandol";"";"Domaine Tempier Bandol Cuvee Classique";"2021-08-04 14:52:46"
9034;"Rose";"Table";"Proprietary Blend";"Domaine Tempier";"Bandol Rose";"France";"Provence";"Bandol";"";"Domaine Tempier Bandol Rose";"2021-08-04 14:52:46"
9038;"Red";"Table";"Pinot Noir";"Au Bon Climat";"Pinot Noir";"USA";"California";"Central Coast";"";"Au Bon Climat Pinot Noir";"2021-08-04 14:52:46"
9046;"Red";"Table";"Proprietary Blend";"Bacio Divino Cellars";"Proprietary Red Wine";"USA";"California";"North Coast";"";"Bacio Divino Proprietary Red Wine";"2021-08-04 14:52:46"
9049;"Red";"Table";"Cabernet Sauvignon";"Beaulieu Vineyard";"Cabernet Sauvignon Rutherford";"USA";"California";"North Coast";"Rutherford";"Beaulieu Cabernet Sauvignon Rutherford";"2021-08-04 14:52:46"
905;"White";"Table";"Chardonnay";"Chateau de la Maltroye";"Chassagne Montrachet les Grandes Ruchottes";"France";"Burgundy";"Cote de Beaune";"Les Grandes Ruchottes";"Chateau de la Maltroye Chassagne Montrachet les Grandes Ruchottes";"2021-08-04 14:52:46"
9050;"Red";"Table";"Cabernet Sauvignon";"Behrens and Hitchcock";"Cabernet Sauvignon Cuvee Lola Unfiltered Reserve";"USA";"California";"North Coast";"";"Behrens and Hitchcock Cabernet Sauvignon Cuvee Lola Unfiltered Reserve";"2021-08-04 14:52:46"
9054;"Red";"Table";"Cabernet Sauvignon";"Behrens and Hitchcock";"Cabernet Sauvignon TLK Ranch";"USA";"California";"North Coast";"";"Behrens and Hitchcock Cabernet Sauvignon TLK Ranch";"2021-08-04 14:52:46"
9055;"Red";"Table";"Merlot";"Behrens and Hitchcock";"Merlot";"USA";"California";"North Coast";"";"Behrens and Hitchcock Merlot";"2021-08-04 14:52:46"
9059;"White";"Table";"Chardonnay";"Cakebread Cellars";"Chardonnay";"USA";"California";"North Coast";"";"Cakebread Cellars Chardonnay";"2021-08-04 14:52:46"
9060;"White";"Table";"Sauvignon Blanc";"Cakebread Cellars";"Sauvignon Blanc";"USA";"California";"North Coast";"";"Cakebread Cellars Sauvignon Blanc";"2021-08-04 14:52:46"
9061;"Red";"Table";"Merlot";"Cakebread Cellars";"Merlot";"USA";"California";"North Coast";"";"Cakebread Cellars Merlot";"2021-08-04 14:52:46"
9067;"Red";"Table";"Cabernet Sauvignon";"Folie a Deux";"Cabernet Sauvignon";"USA";"California";"North Coast";"";"Folie a Deux Cabernet Sauvignon";"2021-08-04 14:52:46"
9068;"Red";"Table";"Cabernet Sauvignon";"Folie a Deux";"Cabernet Sauvignon Reserve";"USA";"California";"North Coast";"";"Folie a Deux Cabernet Sauvignon Reserve";"2021-08-04 14:52:46"
907;"White";"Table";"Chardonnay";"Chateau de la Maltroye";"Batard Montrachet";"France";"Burgundy";"Cote de Beaune";"Batard Montrachet";"Chateau de la Maltroye Batard Montrachet";"2021-08-04 14:52:46"
9072;"Red";"Table";"Cabernet Sauvignon";"Franus";"Cabernet Sauvignon";"USA";"California";"North Coast";"";"Franus Cabernet Sauvignon";"2021-08-04 14:52:46"
9079;"Red";"Table";"Syrah";"Ojai";"Syrah Bien Nacido Vineyard";"USA";"California";"Central Coast";"";"Ojai Syrah Bien Nacido Vineyard";"2021-08-04 14:52:46"
908;"White";"Dessert";"Sauternes Blend";"Chateau de Malle";"";"France";"Bordeaux";"Sauternes";"";"Chateau de Malle";"2021-08-04 14:52:46"
9080;"Red";"Table";"Syrah";"Ojai";"Syrah Roll Ranch";"USA";"California";"Central Coast";"";"Ojai Syrah Roll Ranch";"2021-08-04 14:52:46"
9085;"White";"Dessert";"Chenin Blanc";"Domaine des Baumard";"Coteaux du Layon Clos de Ste Catherine";"France";"Loire Valley";"Anjou";"";"Domaine des Baumard Coteaux du Layon Clos de Ste Catherine";"2021-08-04 14:52:46"
909;"Red";"Table";"Bordeaux Blend";"Malescot-St-Exupery";"";"France";"Bordeaux";"Margaux";"";"Malescot-St-Exupery";"2021-08-04 14:52:46"
910;"Red";"Table";"Bordeaux Blend";"Malescasse";"";"France";"Bordeaux";"Haut Medoc";"";"Malescasse";"2021-08-04 14:52:46"
911;"Red";"Table";"Bordeaux Blend";"Malartic-Lagraviere";"";"France";"Bordeaux";"Pessac Leognan";"";"Malartic-Lagraviere";"2021-08-04 14:52:46"
912;"White";"Table";"Bordeaux Blanc";"Malartic-Lagraviere";"Blanc";"France";"Bordeaux";"Pessac Leognan";"";"Malartic-Lagraviere Blanc";"2021-08-04 14:52:46"
913;"Red";"Table";"Bordeaux Blend";"Maitre d'Estournel";"Rouge";"France";"Bordeaux";"St Estephe";"";"Maitre d'Estournel Rouge";"2021-08-04 14:52:46"
9139;"White";"Table";"Chenin Blanc";"Pithon, Jo";"Coteaux du Layon St Aubin Clos des Bois";"France";"Loire Valley";"Anjou";"Saint Aubin du Luigne";"Jo Pithon Coteaux du Layon St Aubin Clos des Bois";"2021-08-04 14:52:46"
9141;"White";"Table";"Chenin Blanc";"Jo Pithon";"Coteaux du Layon St Lambert Clos des Bonnes Blanches Cuvee Ambroisie";"France";"Loire Valley";"Anjou";"Saint Lambert";"Jo Pithon Coteaux du Layon St Lambert Clos des Bonnes Blanches Cuvee Ambroisie";"2021-08-04 14:52:46"
915;"Red";"Table";"Bordeaux Blend";"Chateau Magdelaine";"";"France";"Bordeaux";"Saint Emilion";"";"Chateau Magdelaine";"2021-08-04 14:52:46"
9165;"White";"Table";"Chenin Blanc";"Caves des Vignerons de Saumur";"Saumur Reserve des Vignerons";"France";"Loire Valley";"Saumur";"";"Caves des Vignerons de Saumur Saumur Reserve des Vignerons";"2021-08-04 14:52:46"
917;"Red";"Table";"Zinfandel";"Lytton Springs";"Zinfandel";"USA";"California";"North Coast";"";"Lytton Springs Zinfandel";"2021-08-04 14:52:46"
9170;"Red";"Table";"Syrah";"Chapoutier";"Ermitage l'Ermite";"France";"Rhone";"Northern Rhone";"";"Chapoutier Ermitage l'Ermite";"2021-08-04 14:52:46"
9171;"Red";"Table";"Syrah";"Chapoutier";"Ermitage le Meal";"France";"Rhone";"Northern Rhone";"";"Chapoutier Ermitage le Meal";"2021-08-04 14:52:46"
9173;"Red";"Table";"Proprietary Blend";"Le Clos du Caillou";"Cotes du Rhone";"France";"Rhone";"Southern Rhone";"";"Le Clos du Caillou Cotes du Rhone";"2021-08-04 14:52:46"
9174;"Red";"Table";"Proprietary Blend";"Le Clos du Caillou";"Cotes du Rhone Bouquet des Garrigues";"France";"Rhone";"Southern Rhone";"";"Clos du Caillou Cotes du Rhone Bouquet des Garrigues";"2021-08-04 14:52:46"
9175;"Red";"Table";"Syrah";"Jean-Luc Colombo";"Cornas la Louvee";"France";"Rhone";"Northern Rhone";"";"Jean-Luc Colombo Cornas la Louvee";"2021-08-04 14:52:46"
9176;"Red";"Table";"Proprietary Blend";"Domaine de la Cote de l'Ange";"Chateauneuf du Pape";"France";"Rhone";"Southern Rhone";"";"Domaine de la Cote de l'Ange Chateauneuf du Pape";"2021-08-04 14:52:46"
918;"Red";"Table";"Bordeaux Blend";"Lynch Moussas";"";"France";"Bordeaux";"Pauillac";"";"Lynch Moussas";"2021-08-04 14:52:46"
9180;"Red";"Table";"Proprietary Blend";"Domaine de Ferrand";"Chateauneuf du Pape";"France";"Rhone";"Southern Rhone";"";"Domaine de Ferrand Chateauneuf du Pape";"2021-08-04 14:52:46"
9183;"Red";"Table";"Proprietary Blend";"Domaine du Galet des Papes";"Chateauneuf du Pape Cuvee Tradition";"France";"Rhone";"Southern Rhone";"";"Domaine du Galet des Papes Chateauneuf du Pape Cuvee Tradition";"2021-08-04 14:52:46"
9185;"Red";"Table";"Syrah";"J M Gerin";"Cote Rotie la Landonne";"France";"Rhone";"Northern Rhone";"";"J M Gerin Cote Rotie la Landonne";"2021-08-04 14:52:46"
9189;"Red";"Table";"Syrah";"Domaine Jamet";"Cote Rotie";"France";"Rhone";"Northern Rhone";"";"Domaine Jamet Cote Rotie";"2021-08-04 14:52:46"
919;"White";"Table";"Bordeaux Blanc";"Lynch Bages";"Blanc de Lynch Bages";"France";"Bordeaux";"Pauillac";"";"Lynch Bages Blanc de Lynch Bages";"2021-08-04 14:52:46"
9193;"Red";"Table";"Proprietary Blend";"Patrick Lesec";"Chateauneuf du Pape les Galets Blonds";"France";"Rhone";"Southern Rhone";"";"Patrick Lesec Chateauneuf du Pape les Galets Blonds";"2021-08-04 14:52:46"
9198;"Red";"Table";"Proprietary Blend";"Chateau de Saint Cosme";"Gigondas";"France";"Rhone";"Southern Rhone";"";"Chateau de Saint Cosme Gigondas";"2021-08-04 14:52:46"
920;"Red";"Table";"Bordeaux Blend";"Lynch Bages";"";"France";"Bordeaux";"Pauillac";"";"Lynch Bages";"2021-08-04 14:52:46"
9208;"Red";"Table";"Proprietary Blend";"Tardieu-Laurent";"Chateauneuf du Pape Vieilles Vignes";"France";"Rhone";"Southern Rhone";"";"Tardieu-Laurent Chateauneuf du Pape Vieilles Vignes";"2021-08-04 14:52:46"
9209;"Red";"Table";"Syrah";"Tardieu-Laurent";"Cornas Cuvee Coteaux";"France";"Rhone";"Northern Rhone";"";"Tardieu-Laurent Cornas Cuvee Coteaux";"2021-08-04 14:52:46"
921;"Red";"Table";"Cabernet Sauvignon";"Lyeth";"Cabernet Sauvignon";"USA";"California";"North Coast";"";"Lyeth Cabernet Sauvignon";"2021-08-04 14:52:46"
9210;"Red";"Table";"Syrah";"Tardieu-Laurent";"Cornas Vieilles Vignes";"France";"Rhone";"Northern Rhone";"";"Tardieu-Laurent Cornas Vieilles Vignes";"2021-08-04 14:52:46"
9211;"Red";"Table";"Proprietary Blend";"Tardieu-Laurent";"Cotes du Rhone Guy Louis";"France";"Rhone";"Southern Rhone";"";"Tardieu-Laurent Cotes du Rhone Guy Louis";"2021-08-04 14:52:46"
9213;"Red";"Table";"Syrah";"Tardieu-Laurent";"Crozes Hermitage";"France";"Rhone";"Northern Rhone";"";"Tardieu-Laurent Crozes Hermitage";"2021-08-04 14:52:46"
9215;"Red";"Table";"Syrah";"Tardieu-Laurent";"St Joseph Vieilles Vignes";"France";"Rhone";"Northern Rhone";"";"Tardieu-Laurent St Joseph Vieilles Vignes";"2021-08-04 14:52:46"
9216;"Red";"Table";"Grenache";"Tardieu-Laurent";"Vacqueyras Vieilles Vignes";"France";"Rhone";"Southern Rhone";"";"Tardieu-Laurent Vacqueyras Vieilles Vignes";"2021-08-04 14:52:46"
9219;"White";"Table";"Chardonnay";"Chalone";"Chardonnay Estate";"USA";"California";"Central Coast";"";"Chalone Chardonnay Estate";"2021-08-04 14:52:46"
922;"Red";"Table";"Bordeaux Blend";"Louviere, La";"";"France";"Bordeaux";"Pessac Leognan";"";"Louviere, La";"2021-08-04 14:52:46"
9222;"Red";"Table";"Zinfandel";"Fife";"Zinfandel Old Vines";"USA";"California";"North Coast";"";"Fife Zinfandel Old Vines";"2021-08-04 14:52:46"
9224;"Red";"Table";"Cabernet Sauvignon";"Flora Springs";"Cabernet Sauvignon Rutherford Hillside Reserve";"USA";"California";"North Coast";"Rutherford";"Flora Springs Cabernet Sauvignon Rutherford Hillside Reserve";"2021-08-04 14:52:46"
9225;"White";"Table";"Chardonnay";"Flora Springs";"Chardonnay Barrel Fermented";"USA";"California";"North Coast";"";"Flora Springs Chardonnay Barrel Fermented";"2021-08-04 14:52:46"
923;"White";"Table";"Bordeaux Blanc";"La Louviere";"Blanc";"France";"Bordeaux";"Pessac Leognan";"";"La Louviere Blanc";"2021-08-04 14:52:46"
9235;"Red";"Table";"Cabernet Sauvignon";"Lokoya";"Cabernet Sauvignon Diamond Mountain";"USA";"California";"North Coast";"Diamond Mountain";"Lokoya Cabernet Sauvignon Diamond Mountain";"2021-08-04 14:52:46"
9236;"Red";"Table";"Cabernet Sauvignon";"Lokoya";"Cabernet Sauvignon Howell Mountain";"USA";"California";"North Coast";"Howell Mountain";"Lokoya Cabernet Sauvignon Howell Mountain";"2021-08-04 14:52:46"
9238;"White";"Table";"Chardonnay";"Martinelli";"Chardonnay Martinelli Road";"USA";"California";"North Coast";"Russian River Valley";"Martinelli Chardonnay Martinelli Road";"2021-08-04 14:52:46"
9240;"White";"Table";"Pinot Gris";"Meridian";"Pinot Gris";"USA";"California";"Central Coast";"";"Meridian Pinot Gris";"2021-08-04 14:52:46"
9243;"Red";"Table";"Cabernet Sauvignon";"Merryvale Vineyards";"Cabernet Sauvignon Reserve";"USA";"California";"North Coast";"";"Merryvale Vineyards Cabernet Sauvignon Reserve";"2021-08-04 14:52:46"
9244;"White";"Table";"Chardonnay";"Merryvale Vineyards";"Chardonnay Starmont";"USA";"California";"North Coast";"";"Merryvale Vineyards Chardonnay Starmont";"2021-08-04 14:52:46"
9246;"Red";"Table";"Merlot";"Merryvale Vineyards";"Merlot Reserve";"USA";"California";"North Coast";"";"Merryvale Vineyards Merlot Reserve";"2021-08-04 14:52:46"
9247;"Red";"Table";"Cabernet Sauvignon";"Robert Mondavi Winery";"Cabernet Sauvignon Stag's Leap District";"USA";"California";"North Coast";"Stag's Leap District";"Robert Mondavi Cabernet Sauvignon Stag's Leap District";"2021-08-04 14:52:46"
