"WineID";"Color";"Type";"Varietal";"Producer";"Description";"Country";"Region";"SubRegion";"subappellation";"Name";"created_at"
16867;"Red";"Table";"Zinfandel";"Rancho Zabaco";"Zinfandel Heritage Vines";"USA";"California";"North Coast";"";"Rancho Zabaco Zinfandel Heritage Vines";"2021-08-04 14:52:46"
16869;"Red";"Table";"Zinfandel";"Rancho Zabaco";"Zinfandel Stefani Vineyard";"USA";"California";"North Coast";"Dry Creek Valley";"Rancho Zabaco Zinfandel Stefani Vineyard";"2021-08-04 14:52:46"
1687;"Rose";"Table";"Proprietary Blend";"Commanderie de la Bargemone";"Rose";"France";"Provence";"Cotes de Provence";"";"Commanderie de la Bargemone Rose";"2021-08-04 14:52:46"
16875;"White";"Table";"Sauvignon Blanc";"Domaine P & N Reverdy";"Sancerre les Coutes";"France";"Loire Valley";"Sancerre";"";"Domaine P & N Reverdy Sancerre les Coutes";"2021-08-04 14:52:46"
16875;"White";"Table";"Sauvignon Blanc";"Domaine P & N Reverdy";"Sancerre les Coutes";"France";"Loire Valley";"Sancerre";"";"Domaine P & N Reverdy Sancerre les Coutes";"2021-08-04 14:52:46"
16878;"Red";"Table";"Zinfandel";"Ridge";"Zinfandel Late Harvest";"USA";"California";"North Coast";"";"Ridge Zinfandel Late Harvest";"2021-08-04 14:52:46"
16881;"White";"Table";"Sauvignon Blanc";"Domaine Claude Riffault";"Sancerre les Boucauds";"France";"Loire Valley";"Sancerre";"";"Domaine Claude Riffault Sancerre les Boucauds";"2021-08-04 14:52:46"
16885;"Red";"Table";"Zinfandel";"Rosenblum Cellars";"Zinfandel Eagle Point Vineyard";"USA";"California";"North Coast";"";"Rosenblum Cellars Zinfandel Eagle Point Vineyard";"2021-08-04 14:52:46"
16887;"Red";"Table";"Zinfandel";"Rosenblum Cellars";"Zinfandel Monte Rosso Vineyard";"USA";"California";"North Coast";"";"Rosenblum Cellars Zinfandel Monte Rosso Vineyard";"2021-08-04 14:52:46"
16890;"Red";"Table";"Zinfandel";"Rutherford Ranch";"Zinfandel";"USA";"California";"North Coast";"";"Rutherford Ranch Zinfandel";"2021-08-04 14:52:46"
16895;"Red";"Table";"Sangiovese";"San Patrignano";"Avi Sangiovese di Romagna";"Italy";"Emilia Romagna";"Sangiovese di Romagna";"";"San Patrignano Avi Sangiovese di Romagna";"2021-08-04 14:52:46"
16896;"Red";"Table";"Nebbiolo";"Luciano Sandrone";"Nebbiolo Valmaggiore";"Italy";"Piedmont";"Nebbiolo d'Alba";"";"Luciano Sandrone Nebbiolo Valmaggiore";"2021-08-04 14:52:46"
16899;"Red";"Table";"Proprietary Blend";"Santa Anastasia";"Montenero";"Italy";"Sicily";"";"";"Santa Anastasia Montenero";"2021-08-04 14:52:46"
16903;"Red";"Table";"Zinfandel";"Seghesio";"Zinfandel Cortina";"USA";"California";"North Coast";"Alexander Valley";"Seghesio Zinfandel Cortina";"2021-08-04 14:52:46"
16904;"Red";"Table";"Zinfandel";"Seven Lions Winery";"Zinfandel Martinelli And Duckhorn Vineyard";"USA";"California";"North Coast";"Russian River Valley";"Seven Lions Winery Zinfandel Martinelli And Duckhorn Vineyard";"2021-08-04 14:52:46"
16907;"Red";"Table";"Zinfandel";"Sobon Estate";"Zinfandel Reserve";"USA";"California";"Sierra Foothills";"";"Sobon Estate Zinfandel Reserve";"2021-08-04 14:52:46"
16908;"Red";"Table";"Sangiovese Grosso";"Soldera (Case Basse)";"Brunello di Montalcino Riserva Intistieti";"Italy";"Tuscany";"Brunello di Montalcino";"";"Soldera (Case Basse) Brunello di Montalcino Riserva Intistieti";"2021-08-04 14:52:46"
1691;"Red";"Table";"Cabernet Sauvignon";"Columbia Crest";"Cabernet Sauvignon";"USA";"Washington";"Columbia Valley";"";"Columbia Crest Cabernet Sauvignon";"2021-08-04 14:52:46"
16924;"Red";"Table";"Proprietary Blend";"Castello del Terriccio";"Lupicaia";"Italy";"Tuscany";"";"";"Castello del Terriccio Lupicaia";"2021-08-04 14:52:46"
16925;"Red";"Table";"Proprietary Blend";"Castello del Terriccio";"Tassinaia";"Italy";"Tuscany";"";"";"Castello del Terriccio Tassinaia";"2021-08-04 14:52:46"
16927;"Red";"Table";"Gamay";"Chateau Thivin";"Cote de Brouilly Cuvee Godefroy";"France";"Burgundy";"Beaujolais";"";"Chateau Thivin Cote de Brouilly Cuvee Godefroy";"2021-08-04 14:52:46"
16934;"Red";"Table";"Proprietary Blend";"Tormaresca";"Bocca di Lupo";"Italy";"Apulia";"Castel del Monte";"";"Tormaresca Bocca di Lupo";"2021-08-04 14:52:46"
16939;"Red";"Table";"Zinfandel";"Tulocay";"Zinfandel Chiles Valley";"USA";"California";"North Coast";"Chiles Valley District";"Tulocay Zinfandel Chiles Valley";"2021-08-04 14:52:46"
1694;"White";"Table";"Chardonnay";"Colin-Deleger";"Chassagne Montrachet les Vergers";"France";"Burgundy";"Cote de Beaune";"Les Vergers";"Colin-Deleger Chassagne Montrachet les Vergers";"2021-08-04 14:52:46"
16940;"Red";"Table";"Proprietary Blend";"Az Agr Uccelliera";"Rapace IGT";"Italy";"Tuscany";"";"";"Az Agr Uccelliera Rapace IGT";"2021-08-04 14:52:46"
16942;"Red";"Table";"Sangiovese Grosso";"Valdicava";"Brunello di Montalcino";"Italy";"Tuscany";"Brunello di Montalcino";"";"Valdicava Brunello di Montalcino";"2021-08-04 14:52:46"
16950;"Red";"Table";"Proprietary Blend";"Verite";"La Muse";"USA";"California";"North Coast";"";"Verite La Muse";"2021-08-04 14:52:46"
16951;"Red";"Table";"Proprietary Blend";"Verite";"La Joie";"USA";"California";"North Coast";"";"Verite La Joie";"2021-08-04 14:52:46"
16968;"Red";"Table";"Nebbiolo";"Roberto Voerzio";"Barolo Sarmassa di Barolo";"Italy";"Piedmont";"Barolo";"Sarmassa";"Roberto Voerzio Barolo Sarmassa";"2021-08-04 14:52:46"
16972;"White";"Table";"Sauvignon Blanc";"Wither Hills";"Sauvignon Blanc";"New Zealand";"Marlborough";"";"";"Wither Hills Sauvignon Blanc";"2021-08-04 14:52:46"
16974;"Red";"Table";"Bordeaux Blend";"Yarra Yering";"Dry Red No 1 (Bordeaux Blend)";"Australia";"Victoria";"Yarra Valley";"";"Yarra Yering Dry Red No 1 (Bordeaux Blend)";"2021-08-04 14:52:46"
16975;"Red";"Table";"Pinot Noir";"Yarra Yering";"Pinot Noir";"Australia";"Victoria";"Yarra Valley";"";"Yarra Yering Pinot Noir";"2021-08-04 14:52:46"
16976;"Red";"Table";"Proprietary Blend";"Yarra Yering";"Dry Red No 2 (Rhone Blend)";"Australia";"Victoria";"Yarra Valley";"";"Yarra Yering Dry Red No 2 (Rhone Blend)";"2021-08-04 14:52:46"
16978;"Red";"Table";"Syrah";"Yarra Yering";"Shiraz Underhill";"Australia";"Victoria";"Yarra Valley";"";"Yarra Yering Shiraz Underhill";"2021-08-04 14:52:46"
16979;"Red";"Table";"Syrah";"Zaca Mesa";"Syrah Black Bear Block";"USA";"California";"Central Coast";"";"Zaca Mesa Syrah Black Bear Block";"2021-08-04 14:52:46"
1698;"Red";"Table";"Merlot";"B R Cohn";"Merlot";"USA";"California";"North Coast";"";"B R Cohn Merlot";"2021-08-04 14:52:46"
16980;"White";"Dessert";"Pinot Gris";"Domaine Zind Humbrecht";"Pinot Gris Rangen de Thann Clos St Urbain Vendange Tardive";"France";"Alsace";"Haut Rhin";"Clos Saint Urbain";"Domaine Zind Humbrecht Pinot Gris Rangen de Thann Clos St Urbain Vendange Tardive";"2021-08-04 14:52:46"
16996;"White";"Table";"Chardonnay";"Henri Boillot (Maison)";"Meursault Poruzots";"France";"Burgundy";"Cote de Beaune";"Le Porusot";"Henri Boillot Meursault 1er Cru Poruzots";"2021-08-04 14:52:46"
170;"Red";"Table";"Syrah";"Sean Thackrey";"Orion Syrah";"USA";"California";"North Coast";"";"Sean Thackrey Orion Syrah";"2021-08-04 14:52:46"
1700;"Red";"Table";"Cabernet Sauvignon";"B R Cohn";"Cabernet Sauvignon Olive Hill Vineyard";"USA";"California";"North Coast";"";"Cohn, B R Cabernet Sauvignon Olive Hill Vineyard";"2021-08-04 14:52:46"
17005;"Red";"Table";"Bordeaux Blend";"Boutisse";"";"France";"Bordeaux";"Saint Emilion";"";"Boutisse";"2021-08-04 14:52:46"
17006;"Red";"Table";"Proprietary Blend";"Cabrieres";"Chateauneuf du Pape Cuvee Prestige Tete de Cru";"France";"Rhone";"Southern Rhone";"";"Cabrieres Chateauneuf du Pape Cuvee Prestige Tete de Cru";"2021-08-04 14:52:46"
17007;"Red";"Table";"Proprietary Blend";"Cabrieres";"Chateauneuf du Pape la Lettre A Louis Arnaud";"France";"Rhone";"Southern Rhone";"";"Cabrieres Chateauneuf du Pape la Lettre A Louis Arnaud";"2021-08-04 14:52:46"
17015;"Red";"Table";"Proprietary Blend";"Le Clos du Caillou";"Cotes du Rhone Tres Vieilles Vignes";"France";"Rhone";"Southern Rhone";"";"Le Clos du Caillou Cotes du Rhone Tres Vieilles Vignes";"2021-08-04 14:52:46"
1702;"White";"Table";"Chardonnay";"Fernand Coffinet";"Batard Montrachet";"France";"Burgundy";"Cote de Beaune";"Batard Montrachet";"Fernand Coffinet Batard Montrachet";"2021-08-04 14:52:46"
17024;"White";"Table";"Chardonnay";"Marc Colin";"St Aubin Montceau";"France";"Burgundy";"Cote de Beaune";"En Montceau";"Marc Colin St Aubin Montceau";"2021-08-04 14:52:46"
1703;"White";"Table";"Chardonnay";"Domaine Coche-Dury";"Meursault Rougeot";"France";"Burgundy";"Cote de Beaune";"Les Rougeots";"Domaine Coche-Dury Meursault Rougeot";"2021-08-04 14:52:46"
17031;"Red";"Table";"Proprietary Blend";"Domaine de la Cote de l'Ange";"Chateauneuf du Pape Cuvee Vieilles Vignes";"France";"Rhone";"Southern Rhone";"";"Domaine de la Cote de l'Ange Chateauneuf du Pape Cuvee Vieilles Vignes";"2021-08-04 14:52:46"
17032;"Red";"Table";"Proprietary Blend";"Domaine le Couroulu";"Vacqueyras Cuvee Classique";"France";"Rhone";"Southern Rhone";"";"Domaine le Couroulu Vacqueyras Cuvee Classique";"2021-08-04 14:52:46"
17039;"Red";"Table";"Proprietary Blend";"Domaine de Cristia";"Chateauneuf du Pape";"France";"Rhone";"Southern Rhone";"";"Domaine de Cristia Chateauneuf du Pape";"2021-08-04 14:52:46"
17045;"Red";"Table";"Proprietary Blend";"Delas Freres";"Chateauneuf du Pape Haute Pierre";"France";"Rhone";"Southern Rhone";"";"Delas Freres Chateauneuf du Pape Haute Pierre";"2021-08-04 14:52:46"
17048;"Red";"Table";"Bordeaux Blend";"Le Dome";"";"France";"Bordeaux";"Saint Emilion";"";"Le Dome";"2021-08-04 14:52:46"
17048;"Red";"Table";"Bordeaux Blend";"Le Dome";"";"France";"Bordeaux";"Saint Emilion";"";"Le Dome";"2021-08-04 14:52:46"
1705;"White";"Table";"Chardonnay";"Domaine Coche-Dury";"Meursault";"France";"Burgundy";"Cote de Beaune";"";"Domaine Coche-Dury Meursault Blanc";"2021-08-04 14:52:46"
17050;"Red";"Table";"Proprietary Blend";"Feraud-Brunel";"Chateauneuf du Pape";"France";"Rhone";"Southern Rhone";"";"Feraud-Brunel Chateauneuf du Pape";"2021-08-04 14:52:46"
1706;"Red";"Table";"Pinot Noir";"Domaine Coche-Dury";"Bourgogne";"France";"Burgundy";"";"";"Domaine Coche-Dury Bourgogne Rouge";"2021-08-04 14:52:46"
1707;"Red";"Table";"Bordeaux Blend";"La Clusiere";"";"France";"Bordeaux";"Saint Emilion";"";"La Clusiere";"2021-08-04 14:52:46"
17072;"Red";"Table";"Bordeaux Blend";"Roland la Garde";"";"France";"Bordeaux";"Cotes de Blaye";"";"Roland la Garde";"2021-08-04 14:52:46"
1708;"Red";"Table";"Syrah";"Clusel-Roch";"Cote Rotie";"France";"Rhone";"Northern Rhone";"";"Clusel-Roch Cote Rotie";"2021-08-04 14:52:46"
17080;"White";"Table";"Chardonnay";"Vincent Girardin";"Puligny Montrachet les Folatieres";"France";"Burgundy";"Cote de Beaune";"Les Folatieres";"Vincent Girardin Puligny Montrachet les Folatieres";"2021-08-04 14:52:46"
17081;"Red";"Table";"Proprietary Blend";"Domaine Grand Nicolet";"Cotes du Rhone Villages Rasteau";"France";"Rhone";"Southern Rhone";"Rasteau";"Domaine Grand Nicolet Cotes du Rhone Villages Rasteau";"2021-08-04 14:52:46"
1709;"White";"Table";"Sauvignon Blanc";"Cloudy Bay";"Sauvignon Blanc Marlborough";"New Zealand";"Marlborough";"";"";"Cloudy Bay Sauvignon Blanc Marlborough";"2021-08-04 14:52:46"
17092;"White";"Table";"Pinot Blanc";"Maison Josmeyer et Fils";"Pinot Blanc";"France";"Alsace";"Haut Rhin";"";"Maison Josmeyer et Fils Pinot Blanc";"2021-08-04 14:52:46"
17099;"White";"Table";"Chardonnay";"Domaine Louis Latour";"Chassagne Montrachet Chenevottes";"France";"Burgundy";"Cote de Beaune";"Les Chenevottes";"Domaine Louis Latour Chassagne Montrachet Chenevottes";"2021-08-04 14:52:46"
171;"White";"Table";"Bordeaux Blanc";"Tertre-Launay";"";"France";"Bordeaux";"Entre Deux Mers";"";"Tertre-Launay";"2021-08-04 14:52:46"
1710;"Red";"Table";"Bordeaux Blend";"La Clotte";"";"France";"Bordeaux";"Saint Emilion";"";"La Clotte";"2021-08-04 14:52:46"
17100;"White";"Table";"Chardonnay";"Olivier Leflaive Freres";"Chablis 1er Cru Fourchaume";"France";"Burgundy";"Chablis";"";"Olivier Leflaive Chablis 1er Cru Fourchaume";"2021-08-04 14:52:46"
17102;"White";"Table";"Aligote";"Domaine D'Auvenay";"D'Auvenay Bonnes Mares Grand Cru 3-Pack";"France";"Burgundy";"Cote de Nuits";"Bonnes Mares";"Domaine D'Auvenay Bonnes Mares Grand Cru 3-Pack";"2021-08-04 14:52:46"
17103;"White";"Table";"Chardonnay";"Domaine D'Auvenay";"Meursault Pre de Manche";"France";"Burgundy";"Cote de Beaune";"Le Pre de Manche";"Domaine D'Auvenay Meursault Pre de Manche";"2021-08-04 14:52:46"
17109;"Red";"Table";"Proprietary Blend";"Patrick Lesec";"Gigondas les Espalines";"France";"Rhone";"Southern Rhone";"";"Patrick Lesec Gigondas les Espalines";"2021-08-04 14:52:46"
17111;"White";"Table";"Chardonnay";"Lucien le Moine";"Corton Charlemagne";"France";"Burgundy";"Cote de Beaune";"Corton Charlemagne";"Lucien le Moine Corton Charlemagne";"2021-08-04 14:52:46"
17112;"White";"Table";"Chardonnay";"Lucien le Moine";"Meursault Perrieres";"France";"Burgundy";"Cote de Beaune";"Les Perrieres";"Lucien le Moine Meursault Perrieres";"2021-08-04 14:52:46"
17115;"Red";"Table";"Proprietary Blend";"Mas de Boislauzon";"Chateauneuf du Pape Cuvee du Quet";"France";"Rhone";"Southern Rhone";"";"Mas de Boislauzon Chateauneuf du Pape Cuvee du Quet";"2021-08-04 14:52:46"
17117;"Red";"Table";"Proprietary Blend";"La Monardiere";"Vacqueyras Reserve des Deux Monarchs";"France";"Rhone";"Southern Rhone";"";"La Monardiere Vacqueyras des Deux Monarchs Reserve";"2021-08-04 14:52:46"
17122;"Red";"Table";"Proprietary Blend";"Domaine de Mourchon";"Cotes du Rhone Villages Seguret Grande Reserve";"France";"Rhone";"Southern Rhone";"Seguret";"Domaine de Mourchon Cotes du Rhone Villages Seguret Grande Reserve";"2021-08-04 14:52:46"
17127;"Red";"Table";"Proprietary Blend";"Perrin";"Cotes du Rhone Villages Rasteau L'Andeol";"France";"Rhone";"Southern Rhone";"Rasteau";"Perrin Cotes du Rhone Villages Rasteau L'Andeol";"2021-08-04 14:52:46"
1713;"White";"Table";"Chardonnay";"Clos Pegase";"Chardonnay";"USA";"California";"North Coast";"Carneros";"Clos Pegase Chardonnay";"2021-08-04 14:52:46"
17130;"White";"Table";"Proprietary Blend";"Perrin";"Cotes du Rhone Reserve Blanc";"France";"Rhone";"Southern Rhone";"";"Perrin Cotes du Rhone Reserve Blanc";"2021-08-04 14:52:46"
1714;"White";"Dessert";"Sauternes Blend";"Clos Haut Peyraguey";"";"France";"Bordeaux";"Sauternes";"";"Clos Haut Peyraguey";"2021-08-04 14:52:46"
17140;"White";"Table";"Chardonnay";"Maison Jean Rijckaert";"Cotes du Jura Vigne des Voises Vieilles Vignes (Domaine Rijckaert)";"France";"Jura";"";"";"Maison Jean Rijckaert Cotes du Jura Vigne des Voises Vieilles Vignes (Domaine Rijckaert)";"2021-08-04 14:52:46"
17146;"Red";"Table";"Proprietary Blend";"Domaine le Sang des Cailloux";"Vacqueyras Cuvee Azalais";"France";"Rhone";"Southern Rhone";"";"Domaine le Sang des Cailloux Vacqueyras Cuvee Azalais";"2021-08-04 14:52:46"
1715;"Red";"Table";"Pinot Noir";"Clos Frantin (Bichot)";"Vosne Romanee les Malconsorts";"France";"Burgundy";"Cote de Nuits";"Aux Malconsorts";"Clos Frantin (Bichot) Vosne Romanee les Malconsorts";"2021-08-04 14:52:46"
1716;"Red";"Table";"Pinot Noir";"Clos Frantin (Bichot)";"Vosne Romanee";"France";"Burgundy";"Cote de Nuits";"";"Clos Frantin (Bichot) Vosne Romanee";"2021-08-04 14:52:46"
1718;"Red";"Table";"Pinot Noir";"Clos Frantin (Bichot)";"Echezeaux";"France";"Burgundy";"Cote de Nuits";"Echezeaux";"Clos Frantin (Bichot) Echezeaux";"2021-08-04 14:52:46"
17182;"Red";"Table";"Proprietary Blend";"Tardieu-Laurent";"Cotes du Rhone les Becs Fins";"France";"Rhone";"Southern Rhone";"";"Tardieu-Laurent Cotes du Rhone les Becs Fins";"2021-08-04 14:52:46"
17183;"Red";"Table";"Proprietary Blend";"Maison Eric Texier";"Chateauneuf du Pape Vieilles Vignes";"France";"Rhone";"Southern Rhone";"";"Maison Eric Texier Chateauneuf du Pape Vieilles Vignes";"2021-08-04 14:52:46"
17192;"White";"Table";"Pinot Gris";"Domaine Trimbach";"Pinot Gris Hommage A Jeanne";"France";"Alsace";"Haut Rhin";"";"Domaine Trimbach Pinot Gris Hommage A Jeanne";"2021-08-04 14:52:46"
17195;"White";"Dessert";"Riesling";"Domaine Trimbach";"Riesling Cuvee Frederic Emile Selection de Grains Nobles";"France";"Alsace";"Haut Rhin";"";"Domaine Trimbach Riesling Cuvee Frederic Emile Selection de Grains Nobles";"2021-08-04 14:52:46"
17196;"Red";"Table";"Grenache";"Pierre Usseglio";"Chateauneuf du Pape Cuvee de Cinquantenaire";"France";"Rhone";"Southern Rhone";"";"Pierre Usseglio Chateauneuf du Pape Cuvee de Cinquantenaire";"2021-08-04 14:52:46"
17197;"Red";"Table";"Proprietary Blend";"Pierre Usseglio";"Chateauneuf du Pape Reserve des Deux Freres";"France";"Rhone";"Southern Rhone";"";"Pierre Usseglio Chateauneuf du Pape Reserve des Deux Freres";"2021-08-04 14:52:46"
172;"Red";"Table";"Bordeaux Blend";"Tertre-Daugay";"";"France";"Bordeaux";"Saint Emilion";"";"Tertre-Daugay";"2021-08-04 14:52:46"
1720;"Red";"Table";"Pinot Noir";"Clos Frantin (Bichot)";"Chambertin";"France";"Burgundy";"Cote de Nuits";"Chambertin";"Clos Frantin (Bichot) Chambertin";"2021-08-04 14:52:46"
17209;"Red";"Table";"Bordeaux Blend";"Vieux Maillet";"";"France";"Bordeaux";"Pomerol";"";"Vieux Maillet";"2021-08-04 14:52:46"
1722;"Red";"Table";"Proprietary Blend";"Clos du Mont Olivet";"Chateauneuf du Pape";"France";"Rhone";"Southern Rhone";"";"Clos du Mont Olivet Chateauneuf du Pape";"2021-08-04 14:52:46"
17222;"Red";"Table";"Bordeaux Blend";"Chateau Bonnet";"";"France";"Bordeaux";"Entre Deux Mers";"";"Chateau Bonnet";"2021-08-04 14:52:46"
17223;"Red";"Table";"Bordeaux Blend";"Clos l'Eglise";"Cotes de Castillon";"France";"Bordeaux";"Cotes de Castillon";"";"Clos l'Eglise Cotes de Castillon";"2021-08-04 14:52:46"
17225;"Red";"Table";"Proprietary Blend";"Tommaso Bussola";"Amarone TB";"Italy";"Veneto";"Amarone della Valpolicella";"";"Tommaso Bussola Amarone TB";"2021-08-04 14:52:46"
17232;"Red";"Table";"Nebbiolo";"Bruno Giacosa";"Barbaresco Santo Stefano Riserva";"Italy";"Piedmont";"Barbaresco";"Santo Stefano";"Bruno Giacosa Barbaresco Santo Stefano Riserva";"2021-08-04 14:52:46"
17236;"Red";"Table";"Pinot Noir";"Jacques Prieur";"Meursault Clos de Mazeray";"France";"Burgundy";"Cote de Beaune";"Clos de Mazeryay";"Jacques Prieur Meursault Clos de Mazeray";"2021-08-04 14:52:46"
1724;"Red";"Table";"Pinot Noir";"Domaine du Clos des Lambrays";"Clos des Lambrays";"France";"Burgundy";"Cote de Nuits";"Clos des Lambrays";"Domaine du Clos des Lambrays Clos des Lambrays";"2021-08-04 14:52:46"
17240;"Red";"Table";"Pinot Noir";"Perrot Minot, Domaine Henri";"Chambolle Musigny la Combe d'Orveaux Vieilles Vignes";"France";"Burgundy";"Cote de Nuits";"La Combe d'Orveau";"Domaine Henri Perrot Minot Chambolle Musigny la Combe d'Orveaux Vieilles Vignes";"2021-08-04 14:52:46"
1725;"Red";"Table";"Gamay";"Clos de la Roilette (F Coudert)";"Fleurie";"France";"Burgundy";"Beaujolais";"";"Clos de la Roilette Fleurie";"2021-08-04 14:52:46"
17255;"Red";"Table";"Bordeaux Blend";"La Fleur de Bouard";"Le Plus";"France";"Bordeaux";"Lalande de Pomerol";"";"La Fleur de Bouard Le Plus";"2021-08-04 14:52:46"
17256;"White";"Table";"Proprietary Blend";"Delille Cellars";"Chaleur Estate Blanc";"USA";"Washington";"Columbia Valley";"";"Delille Cellars Chaleur Estate Blanc";"2021-08-04 14:52:46"
17259;"Red";"Table";"Proprietary Blend";"Alban Vineyards";"Pandora";"USA";"California";"Central Coast";"Edna Valley";"Alban Vineyards Pandora";"2021-08-04 14:52:46"
1726;"Red";"Table";"Bordeaux Blend";"Clinet";"";"France";"Bordeaux";"Pomerol";"";"Clinet";"2021-08-04 14:52:46"
17260;"White";"Table";"Roussanne";"Alban Vineyards";"Roussanne";"USA";"California";"Central Coast";"Edna Valley";"Alban Vineyards Roussanne";"2021-08-04 14:52:46"
17261;"Red";"Table";"Syrah";"Alban Vineyards";"Syrah Seymour's Vineyard";"USA";"California";"Central Coast";"Edna Valley";"Alban Vineyards Syrah Seymour's Vineyard";"2021-08-04 14:52:46"
17265;"White";"Table";"Proprietary Blend";"Arrowood";"Cote de Lune Blanc Saralee's Vineyard";"USA";"California";"North Coast";"Russian River Valley";"Arrowood Cote de Lune Blanc Saralee's Vineyard";"2021-08-04 14:52:46"
17269;"Red";"Table";"Proprietary Blend";"L'Aventure";"Optimus";"USA";"California";"Central Coast";"Paso Robles";"L'Aventure Optimus";"2021-08-04 14:52:46"
1727;"Red";"Table";"Zinfandel";"Cline Cellars";"Zinfandel";"USA";"California";"Central Coast";"";"Cline Cellars Zinfandel";"2021-08-04 14:52:46"
17270;"Red";"Table";"Syrah";"L'Aventure";"Syrah Stephan Vineyard";"USA";"California";"Central Coast";"Paso Robles";"L'Aventure Syrah Stephan Vineyard";"2021-08-04 14:52:46"
17272;"Red";"Table";"Syrah";"Baileyana Winery";"Syrah Firepeak Vineyard";"USA";"California";"Central Coast";"Edna Valley";"Baileyana Winery Syrah Firepeak Vineyard";"2021-08-04 14:52:46"
17279;"Rose";"Table";"Grenache";"Beckmen Vineyards";"Grenache Rose Purisima Mountain Vineyard";"USA";"California";"Central Coast";"Santa Ynez Valley";"Beckmen Vineyards Grenache Rose Purisima Mountain Vineyard";"2021-08-04 14:52:46"
17297;"Red";"Table";"Petite Sirah";"David Bruce";"Petite Syrah";"USA";"California";"Central Coast";"";"David Bruce Petite Syrah";"2021-08-04 14:52:46"
173;"Red";"Table";"Bordeaux Blend";"Du Tertre";"";"France";"Bordeaux";"Margaux";"";"Du Tertre";"2021-08-04 14:52:46"
1730;"Red";"Table";"Nebbiolo";"Domenico Clerico";"Barolo Ginestra";"Italy";"Piedmont";"Barolo";"Ginestra";"Domenico Clerico Barolo Ginestra";"2021-08-04 14:52:46"
17304;"Red";"Table";"Syrah";"Carlisle Winery";"Syrah";"USA";"California";"North Coast";"";"Carlisle Winery Syrah";"2021-08-04 14:52:46"
17312;"Red";"Table";"Bordeaux Blend";"La Clemence";"";"France";"Bordeaux";"Pomerol";"";"La Clemence";"2021-08-04 14:52:46"
17313;"Red";"Table";"Syrah";"Chateau de la Negly";"Coteaux de Languedoc";"France";"Languedoc Roussillon";"Coteaux du Languedoc";"";"Clos des Truffiers Coteaux de Languedoc";"2021-08-04 14:52:46"
17313;"Red";"Table";"Syrah";"Clos des Truffiers";"Coteaux de Languedoc";"France";"Languedoc Roussillon";"Coteaux du Languedoc";"";"Clos des Truffiers Coteaux de Languedoc";"2021-08-04 14:52:46"
17318;"White";"Table";"Viognier";"Consilience";"Viognier";"USA";"California";"Central Coast";"";"Consilience Viognier";"2021-08-04 14:52:46"
1732;"Red";"Table";"Proprietary Blend";"Domenico Clerico";"Arte";"Italy";"Piedmont";"";"";"Domenico Clerico Arte";"2021-08-04 14:52:46"
17321;"Red";"Table";"Syrah";"Robert Craig";"Syrah";"USA";"California";"Central Coast";"Paso Robles";"Robert Craig Syrah";"2021-08-04 14:52:46"
17325;"Red";"Table";"Bordeaux Blend";"La Croix de Beaucaillou";"";"France";"Bordeaux";"St Julien";"";"La Croix de Beaucaillou";"2021-08-04 14:52:46"
17326;"Red";"Table";"Bordeaux Blend";"Cru Monplaisir";"";"France";"Bordeaux";"Bordeaux Superieur";"";"Cru Monplaisir";"2021-08-04 14:52:46"
1733;"Red";"Table";"Bordeaux Blend";"Clerc Milon";"";"France";"Bordeaux";"Pauillac";"";"Clerc Milon";"2021-08-04 14:52:46"
1734;"Red";"Table";"Bordeaux Blend";"Clarke";"";"France";"Bordeaux";"Listrac";"";"Clarke";"2021-08-04 14:52:46"
1735;"Red";"Table";"Syrah";"Clape, Auguste";"Cornas";"France";"Rhone";"Northern Rhone";"";"Auguste Clape Cornas";"2021-08-04 14:52:46"
17352;"Red";"Table";"Bordeaux Blend";"Grand Paris";"";"France";"Bordeaux";"Bordeaux Superieur";"";"Grand Paris";"2021-08-04 14:52:46"
17353;"Red";"Table";"Bordeaux Blend";"Gree-Laroque";"Bordeaux Superieur";"France";"Bordeaux";"Bordeaux Superieur";"";"Gree Laroque Bordeaux Superieur";"2021-08-04 14:52:46"
17358;"Red";"Table";"Syrah";"Havens Wine Cellar";"Syrah Hudson Vineyard";"USA";"California";"North Coast";"Carneros";"Havens Wine Cellar Syrah Hudson Vineyard";"2021-08-04 14:52:46"
1736;"Red";"Table";"Bordeaux Blend";"Citran";"";"France";"Bordeaux";"Haut Medoc";"";"Citran";"2021-08-04 14:52:46"
17361;"Red";"Table";"Petite Sirah";"J C Cellars";"Petite Syrah Frediani Vineyard";"USA";"California";"North Coast";"";"J C Cellars Petite Syrah Frediani Vineyard";"2021-08-04 14:52:46"
17363;"Red";"Table";"Syrah";"Jaffurs";"Syrah Melville Vineyard";"USA";"California";"Central Coast";"Santa Ynez Valley";"Jaffurs Syrah Melville Vineyard";"2021-08-04 14:52:46"
17365;"Red";"Table";"Pinot Noir";"Domaine Henri Jayer";"Vosne Romanee Cros Parantoux";"France";"Burgundy";"Cote de Nuits";"Cros Parantoux";"Domaine Henri Jayer Vosne Romanee Cros Parantoux";"2021-08-04 14:52:46"
17366;"Red";"Table";"Syrah";"Jepson Vineyards";"Syrah";"USA";"California";"North Coast";"";"Jepson Vineyards Syrah";"2021-08-04 14:52:46"
